artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
Gui Boratto,27LGatz1m8aJ7ZaVVWEphc,1.0,"Kompakt, K2, Cocoon, among others...",br,,,"Hey friends, now this page is admin. by me, Gui Boratto.
",minimal techno/tech house/microhouse/brazilian edm/microhouse/brazilian house/tech house/minimal techno
J3PO,0lSFr65zkY254m1qbHAb5k,,,,,,"J3PO - Talkbox, Keyboards, Production, Mixing

LIVE BAND:
J3PO - Talkbox, Synth
Cale Hawkins - Keys
Justin Goldner - Bass
Adam Jackson - Drums",
Laurence Guy,1PTEiCpkzNkLNgMi1LL8JR,1.0,Various,gb,London,London,Laurence Guy,float house/minimal tech house/deep house/deep soul house
Funk Fiction,12Rrb0zhWhcbaXJhVtrmXz,,Club Soda Records,us,,Los Angeles,,
A.L.I.S.O.N,3gi5McAv9c0qTjJ5jSmbL0,,,,,,,vaporwave/future funk/future funk/vaporwave
Legendcast,2aodzfnGspj2pSEq7Au1Q0,,,,,,,
Getter,3QryVD03gGZOLQQXjy3EoA,1.0,,us,,,,edm/electro house/brostep/moombahton/electronic trap/underground hip hop/filthstep/zapstep
boerd,5E5cEevLYdQHU04gIkA3ff,,Anjunadeep,se,Stockholm,Stockholm,Bård Ericson,
Notaker,0I7HgbIetYEIweWq7nD6En,1.0,"Monstercat
mau5trap
Armada",us,St. Louis,St. Louis,,edm/electro house/complextro/catstep/chillstep
Blackbird Blackbird,2TWKl87Jnmd5MApKEpVCxA,1.0,"Prime Ordeal
Alaya 
Om",us,Los Angeles,Los Angeles,"Mikey Maramag - Production, Samples, Instrumentation",indietronica/shimmer pop/chillwave
Tim Green,68vO4fkFxLbWPxTSHosxsB,1.0,,gb,,,,
Sonny Side Up,4gFsE3BJKgBw4VdueiIrEl,,,,,,,
Aerocity,7okjj9cvvx9TZJWPyhCYK0,1.0,,,,,,chillstep
N KRAMER,6pY5KhflZwSO9L6Iq2A77t,,,,,,,
Spurz,7w2AcpaXAApTypVl4yXAbN,1.0,,gb,,,,
Oliva,196ilRKcwHPlJv30n4oHaL,,,us,,,,
Galavant Cross,07dC1pu2nWISPURU8irwck,,,,,,,
Catalon Tech,03YgCJsrunICJVWiJpAnVy,,,,,,,
Kaelin Ellis,0QalUUx2C9F1PGbfQVcHAd,,,,Florida,Florida,Kaelin Ellis,
Maya Jane Coles,6TshTCYwh9ySzOO6Jy4Ux2,0.0,Hypercolour / Mobilee / Dogmatik/ Real Tone / 2020 / I/AM/ME,gb,London,London,Maya Jane Coles,house/tech house/microhouse/deep disco house/minimal tech house/deep house
DigiDogz,1dcQEHWXq8rz6vcSxHiaCY,,,,,,,
Sinjin Hawke,5qKCgbxBDmDc9Ckgmt4EaN,1.0,,ca,,Barcelona,,electronic trap/escape room/bass music/fluxwork/vapor house
Sieeben Acht,3zegvv5sdr9Z2sWyai8IRt,,,,,,,
Telefon Tel Aviv,53N4oJpWtmnB0KGLLserGC,1.0,"Ghostly
Motion Crisis
Audraglint
BPitch Control
Hefty",us,,,,electronic/glitch/intelligent dance music/drill and bass/electronica
Way Out West,3HghjRl8Mo6OJWG0WElY2z,1.0,Anjunadeep,gb,,Bristol,Nick Warren & Jody Wisternoff,electronic/trance/progressive house/progressive trance/tech house/uplifting trance/nu skool breaks/progressive trance house
Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,1.0,Counter Records / Ninja Tune,us,,,"jeremy malvin
",indietronica/chillwave/vapor twitch/vaporwave/vapor soul/shimmer psych
Point Point,5L67d6oZKOOmXcBcMMJdZZ,1.0,,fr,,Paris,,electronic trap/vapor twitch/vapor soul
Nall,1TTP6vJbLEjFnjflpE4ahI,,,,,,,
Else,2tUUqZeqBYInHt3aDp3a1B,1.0,,,,,,
Gerastic,1uGlDC3k0x6zUAYP0LtaAy,,,,,,,
Ms Bronx,7xf9GxbAgV8ZBx9O1ZyDkm,,,,,,,
Alon Mor,6OLvF6GmX0tMBJJDoeM9Hh,,,,,,,
Trifonic,2TDsrZZt4XXF7iQlr5l20Z,,,us,,San Francisco,"Brian, LT",chillstep/substep
ATTLAS,0jM4IKp6YlTxq8tNDH9fX3,1.0,Mau5trap,ca,,Toronto,,edm/tropical house/electro house/progressive house/catstep/vapor twitch
Gelka,6xIXch03AK6grENT8RlmeF,,"Café del Mar : cafedelmarmusic.com  

Gelka Sound: 
https://gelkasound.bandcamp.com/album/million-nights-ep",hu,Budapest,Budapest,Alex & Sergio,chill lounge
CharlesTheFirst,2FTj5ijy8lP59d2V9dHR6I,,,ca,,,Charles Ingalls,glitch hop
Moderat,2exkZbmNqMKnT8LRWuxWgy,1.0,Monkeytown Records,de,Berlin,Berlin,MODESELEKTOR & Apparat,electronic/indietronica/alternative dance/new rave/minimal techno/microhouse
Bituke,3VCEbWGFkgN6oLTMvkhl2M,,,,,,,
Sarah Davachi,2Swn6We5XXpyDz1YxRkprA,0.0,"Ba Da Bing, Recital, Important Records",us,,Los Angeles,Sarah Davachi,avant-garde/ambient/minimal/fourth world/drone/mandible/warm drone/sound art
Bruxas,5NPL2jGG32a4LCnu4koPL7,,Dekmantel,,Lisbon,Lisbon,"Jacco Gardner, Nic Mauscoviç & Tienson",
Lawrence Lui,2msiavkyenRtKMxCDlRzEm,,,,,,,
Surgeon,1PSylklb2w06BAAHEtepqM,1.0,,gb,,,,techno/minimal dub/minimal techno/acid house/detroit techno
RRUCCULLA,4DyRwqRYLu9youbREKFzNU,,,,,,,
Dark Sky,1qo9Fb4nYgez0Hpfi2RuiV,1.0,,us,,,,future garage/microhouse/wonky/bass music/float house
Keys N Krates,6c1pBXHYjFcGQQNO5MMsdd,1.0,,ca,,Toronto,"Jr Flo
Matisse
Adam Tune",edm/brostep/electronic trap/bass trap/vapor twitch
Naux Faux,1AM98HfKbr7vWAtcdQg6Id,,,,,,,
&ME,5mIowAJMp7RKNheelruV5z,1.0,Keinemusik,de,Berlin,Berlin,,tech house/deep disco house/deep melodic euro house/minimal tech house
Daily Bread,4IsiG6RpDyRq6Frd2CvddW,,,nl,,,,
Direct,5eOyDcFvvdc7D7BD6gCdsi,1.0,,us,,,,catstep/chillstep
BENNIK,1D2jBI0hb1xm1LrXm11FuR,,,,,,,
The EMBR,5td7Gb5zym0uodrde5koHp,,,,,,,
Avalon Emerson,4yrO1N273PlTaixa4BNwBz,0.0,,us,San Francisco,San Francisco,,float house/fluxwork/outsider house
Eagles & Butterflies,7lzrNOBAdfH8f4nVAWbRfk,,Innervisions / Get Physical / Bedrock  ,us,,Los Angeles,,tech house/deep melodic euro house
FEYNMAN,5bpKJkKb5h112Fy5eLMbWt,1.0,FAKE MUSIC,fr,,,,
The Blaze,1Dt1UKLtrJIW1xxRBejjos,1.0,,fr,,,,french indie pop/french indietronica
Joker,6S5jf5noKu0JJjLLVUCZqP,1.0,www.kapsize.com,gb,,,,dubstep/wonky/bass music
Tsuruda,7CCrWKLbAto1EXI2eoG9Vu,,Dirt First,,,Los Angeles,Thomas Tsuruda,
Unoriginals,6LUOePAzkWw3iTrAzfiP1d,,,,,,,
Rhodz,4BrtGOYp8sytG9MV91DROT,1.0,,fr,,,,complextro/catstep/future funk
Egomorph,2Gbn2Rc0bAU77kK16wcTon,,,,,,,
Shinichi Atobe,2n1YSv6tFmLxYalICWxOGv,1.0,,jp,,,,
Matt Lange,2AmHV6vxRxvHdlxSHxnHE9,1.0,"mau5trap
IsoRhythm",us,,Los Angeles,,progressive house/progressive trance house
Barclay Crenshaw,3uWK9g12Kh4IarZX052vJR,1.0,STX&BRX,us,,Detroit,,
Go Yama,4Gbw8LGu071GAshE7dqqum,1.0,ROOTNOTE||DarkerThanWax||,us,,San Francisco,straw hat yama,
Breach,2MMkuQE0f6CDaamJdWXaCC,1.0,,gb,,Amsterdam,,house
Keeno,6r54QO0889i9vqaeuruUSn,1.0,"Med School, Hospital Records",gb,Winchester,Bristol,Will Keen,liquid funk/drum and bass/chillstep
L_cio,1bp9y0lyzSPhnB6Dk8CUaW,,"Kompakt 
http://www.kompakt.fm/artists/l_cio",br,,,"L_cio aka Lcio
",
Jaffna,1BpJSVWvzT2RRGlZfHfR4x,,,,,,,
Milton Breech,4m9ky9cpnow3EZ44QgB90k,,,,,,,
Daydreamer,7pcwfhcdyYJqkCV098EgYl,,,,,,,cantopop
Filterheadz,6XqUjMGrl5jFwwyQ6hheit,,,be,,,,progressive house
Layton Giordani,7mC3RkNNTV6p2j9w4F8Ip4,1.0,Drumcode,us,Amsterdam,New York,Layton Giordani,minimal techno/tech house/deep minimal techno
Bicep,73A3bLnfnz5BoQjb4gNCga,1.0,Ninja Tune // Feel My Bicep // Aus ,gb,,,,electronic/house/disco house/float house/deep disco house/deep house
Little Birds,2LrHbZ8yfV2lV53wbrYXw1,,,,,,,
Sickly,3k24mdavtODXKeri9H3225,,,,,,,
Pye Corner Audio,3ib3ECT421EXd8CNLfNqAL,1.0,,gb,,,,electronic/ambient/minimal techno/intelligent dance music/microhouse/chamber psych/drone/vaporwave/bass music/float house/fluxwork/hauntology/outsider house/mandible/dub techno/art pop
VRWRK,4bvxu5Jz2BJixoh6fxiLbH,,,,London,London,"Matt Sey, Jergan Callebaut & Salem Khazali",
FEATHERED SUN,7bfe7ceWNJ3OjzmnzcMpdu,0.0,,,,,,deep melodic euro house
The M Machine,62rW7FjQy7clhBDHuumg22,,OWSLA,us,,San Francisco,,edm/electro house/complextro/moombahton
Zimmer,2pts5B2shsEtIVC4onTFKb,1.0,Roche Musique ,fr,,Paris,,tropical house/deep indie r&b/deep tropical house/nu disco/deep house
Esteble,6XCUjUrPIwKX1GJWoKm5Zp,,"Diynamic Music, Anjunadeep, Connaisseur Recordings",nl,,Rotterdam,,
Dom Kane,36VhFXGlahmuSAXdr7SVCP,1.0,,us,,,,
Kate Simko,2KXLSIzI7CY7AJg5ARUOSb,0.0,"Last Night On Earth, Leftroom, Get Physical, No. 19, Ghostly, Hello?Repeat",gb,,London,Kate Simko,minimal tech house
Makeness,5xQkKp2z5Kt3OYoOcla503,,Secretly Canadian,,,,,fluxwork
Jack Stereo,59aBz4soyEOv4bA0QxBVo9,,,,,,,
Liquid Stranger,4YJsSCuag8W1TFTgSeEc2k,1.0,WAKAAN,us,,,Liquid Stranger,edm/electro house/brostep/downtempo/electronic trap/glitch hop/filthstep/drill and bass
Ensidya,2lenoWzSFNMSFJU05uqIrj,,,,,,,
Dreamers Delight,1bDXdxSg3Ve7V7f3bteIyk,,"AntiFragile Music // Lowtemp 
",us,,,,vapor twitch/vapor soul/wave
Special Request,59xdAObFYuaKO2phzzz07H,1.0,,,,,,future garage/microhouse/bass music/float house/fluxwork/outsider house
Infinity Shred,17wNCnrQvAUPyVZ8FOZeni,,,us,,,"Clara Warnaar
Damon Hardjowirogo
Nathan Ritholz",deep chiptune
Arctic Vision,3bt00stZuACL1bcaDZjFpg,,,,,,,focus
Spaniol,379N7T3a4nmax4XPxffDn1,,,,,,,
DMX Krew,4W1v5X4x0ObMOJVJreZX3k,1.0,,gb,,,,electro/intelligent dance music/drill and bass/acid house/detroit techno
Marc Romboy,623ecFS6T9xsx9Rb98eii5,1.0,Systematic Recordings,de,,,"Me, myself and I",techno/german techno/minimal techno/tech house/microhouse/deep melodic euro house
Ryan Davis,0AHClmU8AZuj9naaENhVrP,1.0,,de,,,,deep melodic euro house
Julian Calor,2y8eOaQNjiIuITkz6zGfgL,1.0,,,,,,edm/electro house/progressive house/big room/progressive electro house/deep big room/bass trap/sky room
Viels,7BTz2VW48rLYkzv9xzXBEI,,,,,,,
Electric Mantis,4oEju6elvuvjARvor8R9j9,1.0,,us,Portland,Anchorage,Wyatt Pearson,vapor twitch
Aeuria,1U8stB5JKpJA7atRjrlVtF,1.0,,ca,,Vancouver,Lucas James,
Anzo,1zPQUVj63POfqiPz9bofcO,,,us,,San Luis Obispo,Angelo Lorenzo,complextro/catstep/deep chiptune
Androm,4e0hkGJ86D7I16d4vBnx3j,,,,,,,
Soundprank,4axjIl2fLU1xnDsC1NB3yI,1.0,,ca,,,Colin Fisher,progressive house/progressive trance house
LRKR,0yTK74zLEsMyrdVPjw3Zqi,,Novice Records,us,,,Alex Erker,
Solomon Grey,7pCfNMcSlUWQgBXbyoEcyO,1.0,,gb,London,London,,
Hush,5yumQW70M7N3EeWFWV7fUZ,1.0,,be,,Seattle,,catstep
Puppet,0QaiCsyOUjBgLqsbABu07O,1.0,,us,,,,edm/complextro/catstep/tracestep
Popeska,4Td7DjmnDqvSDBHtuJomoF,,,us,,Atlanta,,filthstep
Kyle Watson,7LJSAfWhO7jhjnewy6pKyZ,1.0,Dirtybird / This Ain't Bristol / Box Of Cats / Armada / Ultra,za,,Johannesburg,Kyle Watson,
Spaces Between,1TSp1wQomRLNzQd8bju17n,,,,,,,
Cospe,43uhUaCqKQFm1Fo8V4EPCu,,,it,,,,
Stereo Cube,0lpcim9mbdhneVMoTJDzud,,,gb,,,,
Polographia,41Vldqj1RWBrQurBwof2QT,,Sweat It Out,au,,,"Daniel & Moktar ////////////////////////////////////////////////////////////////////////////////////
You can pre-order our Natural EP here: http://smarturl.it/PG_Natural
////////////////////////////////////////////////////////////////////////////////////
You can listen to our music here: 
soundcloud.com/polographia
////////////////////////////////////////////////////////////////////////////////////
Management: 
vic@astralpeople.com
////////////////////////////////////////////////////////////////////////////////////",deep australian indie
Max Cooper,0WSSKmoRbxqLf3MnXInQ2J,1.0,MESH,gb,London,London,,minimal techno/tech house/microhouse/deep melodic euro house/electronica/deep melodic euro house/microhouse/electronica/tech house/minimal techno
The Future Sound Of London,2qhmNI4ZHPpeDutdg473Z3,1.0,FSOLdigital  / Virgin Records / Jumpin' & Pumpin',gb,,London,Brian Dougans  Garry Cobain,electronic/ambient/breakbeat/ninja/trip hop/big beat/hardcore techno/drum and bass/intelligent dance music/drill and bass/acid house/abstract
Space Jesus,5AoXSiM511L4To0AN5oZVB,1.0,Smokers Cough // Gravitas // Planet Cognac,,,,Jasha Tull,
Satori,5nri3hyKmKBGAfvjBi0mK0,1.0,,,,,,deep melodic euro house
Russ Liquid,70zLeNeu4AAUaQ14AC4P8J,,All Good Records,us,,New Orleans,"Russell Scott
Andrew Block
Deven Trusclair",glitch hop
Kiasmos,6X8lhZ7YaRUBlOsOYimlyD,1.0,Erased Tapes Records,is,,Reykjavík,"Janus Rasmussen
Ólafur Arnalds",electronic/indietronica/chamber pop/icelandic pop/minimal techno/microhouse
Com Truise,2wouN3QXejYa5tKetYdcVX,1.0,Ghostly International,us,Los Angeles,Los Angeles,Seth Haley,synthpop/indietronica/chillwave/retro electro/vaporwave/future funk
Angelika Vee,7F81JPQLsqvdd5ECmYbuC4,0.0,Warner/Chappell Music ,us,,Los Angeles,Angelika Vee,
Melosense,0mGQfVACilxbziAemzyhq9,1.0, [Body Condition] [Nuit Blanche][Pineapple Digital] [Incepto Music],gr,,,,tropical house
Chet Porter,1BjaGDkxwa2fb2pSCXlFXb,1.0,,ca,Toronto,Toronto,,vapor twitch
Konac,6XoPTqzeS9Y6YhHCnSH5bQ,,,,,,,
Boom Jinx,6Qt0hC59vdinaimdZkin1Y,1.0,"Anjunabeats, Anjunadeep, Armada Music, Enhanced Recordings, Silk Recordings, Intricate Records, Distinctive Records",no,,Bergen,,progressive house/progressive trance/uplifting trance/progressive trance house
Axel Boy,4DabGEOrvBxxta0YlaaJpJ,1.0,"Unsigned

Releases with - Most Addictive Records, Never Say Die Records, Buygore Records",gb,,Bristol,"Alexander Joyce

http://soundcloud.com/axel-boy",electro house/brostep/moombahton/electronic trap/filthstep/zapstep
Pig&Dan,04jj7dljPI0ixtNsz2pXWK,1.0,ELEVATE,es,,,"Dan Duncan
Igor Tchkotoua",techno/minimal techno/tech house/deep minimal techno
Solstis,0cWwLbhs4bX6RLNR0r3FMN,,,us,,Chicago,Brandon Myers and Andres Garcia,
Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,1.0,Pretty Lights Music  ,us,,Denver,"Derek Vincent Smith

",
Breakbot,0iui2Be5CP8EWxvHYsVspL,1.0,Ed Banger Records / Because Music,fr,,,"Thibaut Berland
Irfane Khan-Acito",filter house/nu disco
Align,4Yn4eqGITgZVZnOuRQNE2I,,,,,,,
Worldtraveller,5bD3IY6lj5iEqasOqqnllb,,,de,,,,
Orbital,3csPCeXsj2wezyvkRFzvmV,1.0,,gb,Brighton,Brighton,"Paul Hartnoll
Phil Hartnoll",electronic/breakbeat/synthpop/alternative dance/new rave/trip hop/big beat/hardcore techno/madchester/intelligent dance music/acid house
M-Cubed,5mp8qXOCz23K1mntvIefc8,,,,,,,
Dorfex Bos,60lZ2sr01yS7uJQeq7zoPv,,,,,,,
Adrian Roland,6BOm2bSNuYGS9IeyER3cq2,,,,,,,
Gramatik,179BpmLkQCRIoU68Co80f5,1.0,Lowtemp,us,,,"Gramatik (Denis Jasarevic)
",downtempo/nu jazz/trip hop/chillhop
Sasha,6u4jLGLPuarS3i2XWHVxoS,1.0,Last Night On Earth ,gb,,,Sasha,electronic/trance
S U R V I V E,12cKwxUl6Ku3VpSB3LjrM5,1.0,relapse / holodeck / mannequin / light lodge / bathetic / living tapes / to lose la track ,us,,Austin,m donica k dixon m stein a jones,vaporwave
Bob Juburi,4LOhQlFTKM4iFTNlpueiqM,,,,,,,
MiM0SA,5BTlwnHtDmzpMj0URbp4Ur,,FALSE iDOL MUZiK,,,,Mimosa,glitch hop
David West,3kTQiUxeIBkaXlOug0xXXX,,,us,,,,trance/progressive trance/uplifting trance
Moby,3OsRAKCvk37zwYcnzRf5XF,1.0,,us,,Los Angeles,,electronic/downtempo
Nils Hoffmann,6sOEMfvCfHQ9dhSWyamXVb,1.0,,de,,Berlin,,deep euro house/deep minimal techno
High Math,71fMNJGcp7GFz0ZxBvohtt,,,nl,,,,
Austin Haga,1EW4egEHrOzzQQET1ncFFh,,,,,,,
Lux Prima,5fNO1btmBpMwi44ULZlWtO,,,,,,,
Eelke Kleijn,1FY8kqUQKHwjibwLbp5cey,1.0,DAYS like NIGHTS / Eskimo / Sudbeat / The Soundgarden / Toolroom / EMI / Ultra / Suara,nl,Rotterdam,Rotterdam,,progressive house/tech house/deep melodic euro house
PANTyRAiD,2mdjjabTCK9Xknzl9hakW7,1.0,Glass Air Records,us,,,"martyparty & ooah
",glitch hop
Commix,6B7hlHWFBeEw2LGfcDM7OR,,,gb,,,,liquid funk/drum and bass/jungle/neurofunk/drumfunk
Prototyperaptor,1OpE6RVs0OBi3NtYklybgW,1.0,,us,,Dallas,Jonathan,electro house/complextro/catstep/deep chiptune/gamecore
Austeria,6nImttseHjHeRnSY68rFBj,,,,,,,
Dirty Doering,4N6XVXvfjBPNFCdS56TCea,1.0,,de,,,,deep euro house/minimal techno/tech house/deep melodic euro house
Speo,0rMH177vw5TAY2Gd1uLLgY,,,at,,,,tracestep
Ben Watts,7GSFgpfqEIoxfsUVYWX9DU,,,,,,,
Deadboy,2YbV1TIoIl1Un54MmSvZ3V,1.0,Numbers / Aus / UTTU / Local Action,ca,,,,future garage/bass music
Rodriguez Jr.,6Th7POyVfZgiHJQ64ddV5Y,1.0,Mobilee Records,fr,,,,house/deep euro house/minimal techno/tech house/microhouse/deep disco house/deep melodic euro house/minimal tech house/deep house
Axel Boman,59qo8jHDlC1i30HVjQQW3O,1.0,,se,,,,microhouse/float house/minimal tech house/deep house/deep soul house
Pixl,210hjvKOh716ZO4ErE3x22,1.0,"Monstercat, Ultra Records, Armada,",au,,Sydney,PIXL,edm/electro house/complextro/catstep/tracestep
Aventura,1qto4hHid1P71emI6Fd8xi,1.0,,us,,,,latin pop/pop/latin/tropical/bachata/latin hip hop
Bandaga,0fdh6BhOBgk3vqVn2XKQ0F,0.0,,,,,,
Estopa,5ZqnEfVdEGmoPxtELhN7ai,1.0,,es,,,,spanish pop/rumba
Rvfv,2CCgb0KApjfQDuTppovpf8,0.0,,es,,,,
La Nueva Escuela,7mcJN2bWqCv7jvykgHp4KN,1.0,829MusicNet Publishing BMI ,es,,Santo Domingo,,dominican pop
Chris Viz,40jZHpxIT7SOkZF9YrxGYq,,,es,,,,
Duki,1bAftSH8umNcGZ0uyV7LMg,1.0,,ar,,,,argentine hip hop/argentine hip hop/trap argentino
$kyhook,0lxgPYvUjEApUKpZmr61IE,,,us,,,,
"""Secreto """"El Famoso Biberon""""""",37UACiDcdzEYii0iU0QpAf,1.0,Humildad Records,do,,,Secreto El Famoso Biberon ,tropical/dominican pop
Alex Gaudino,7vb7VLDqpLTlAy1ctTMR5d,1.0,,it,,,,disco house/vocal house
Lotus x Montis,7yKYcY9cyMNgynj4QzGrCq,,,,,,,
Black Coffee,6wMr4zKPrrR0UVz08WtUWc,1.0,Soulistic Music,,Johannesburg,Durban,Nathi Maphumulo,deep house/kwaito house
Thomas Hayes,1127FlmEDHXC26IBsg8zHP,,,au,,,,big room/progressive electro house/deep big room
Guru Josh Project,4ME85YvMUi1hdqhbind7gy,1.0,,de,,,,pop house
Kyau & Albert,0pyi4vNCq5T6GgV1rt7ncc,1.0,Euphonic,de,,,"Ralph Kyau, Steven M. Albert",edm/trance/progressive house/progressive trance/german techno/uplifting trance
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,1.0,Refune Records,se,,,,edm/tropical house/electro house/progressive house/big room/progressive electro house/deep big room
IZECOLD,5btwhOxrid8w7heRfBEnJ1,,,nl,,,,tracestep
Route 94,1dgdvbogmctybPrGEcnYf6,1.0,,gb,,,,house/tropical house/deep groove house
Oceanlab,0aTdKgInKeMlNnwWSa1YPT,0.0,Anjunabeats,gb,,London,"Jono Grant, Paavo Siljamäki, Tony McGuinness & Justine Suissa",trance/progressive house/progressive trance/uplifting trance
Nadia Ali,1C60viSZv6BoYtrnkZ44g5,0.0,Smile In Bed,us,,New York,www.NadiaAli.com,edm/trance/progressive trance/vocal house/uplifting trance
ZHU,28j8lBWDdDSHSSt5oPlsX2,1.0,Mind of a Genius (MOAG),cn,,,ZHU,edm/tropical house
Betty Who,0t3QQl52F463sxGXb1ckhB,0.0,,au,,Los Angeles,,pop/dance pop/metropopolis/australian dance/indietronica/indie poptimism
Dennis Ferrer,0MGTHZpAGf7isSfw8yMIoi,1.0,Objektivity,us,New York,New York,,house/disco house/uk funky/chicago house/vocal house/tribal house/deep house
Red Carpet,1m4wKgQR0B8YEozolxsq87,,,us,,,,disco house/vocal house
Bastien Laval,6goGURQMlSkYE0BJMLUBzE,,,,,,,
George Acosta,5HQ7CCzNIm8g1nysh4gDM7,1.0,ACOMUSIC - DIMMAKK -  BLACKHOLE RECORDINGS - OXY'D - ULTRA RECORDS - SOGOOD - HOUSEFARM-MADE IN MIAMI - JUICY MUSIC,us,,Miami,George Acosta,
Chris Lake Feat. Laura V,5KoLl99VvgqLoPXfd5GEjz,,,,,,,
Corderoy,4pUete0Q9UKRB0mOvANycP,1.0,,gb,,,,uplifting trance
Kiesza,4zxvC7CRGvggq9EWXOpwAo,0.0,,ca,New York,Calgary,Kiesza,
"""Dimitri Vegas Moguai & Like Mike""",4sC2TorCKEuIEoeghE3w8T,,,,,,,
DOLF,3Xq2UDTRsQqQnfR3FIGoFG,,,nl,,,,
The Ready Set,2eRJjYEaWyGZbOBGYFLBoC,1.0,Hopeless,us,,Fort Wayne,Jordan Witzigreuter,post-teen pop/pop punk/punk christmas/pop emo/pixie/alternative pop rock
Andain,12hXa5arH0RHd2Ec7zjSNy,0.0,Black Hole Recordings,us,,San Francisco,Mavie Marcos and Josh Gabriel,trance/progressive house/progressive trance/uplifting trance
Lush & Simon,0UN8vGMxWEBKNNu8NtyF96,1.0,,it,Milan,Milan,Simon Says!,big room/progressive electro house/deep big room/sky room
Nic Chagall,6gRdK016pnqmdJs82UrzOb,1.0,High Contrast Recordings,de,,,,trance/progressive house/progressive trance/uplifting trance
Baauer,25fqWEebq6PoiGQIHIrdtv,1.0,,us,,,,brostep/moombahton/electronic trap/bass trap/vapor twitch
Deniz Koyu,39PhMWg1aAuuZcph0OXGu6,1.0,"Spinnin' Records, Protocol Recordings, Sony Music, Axtone, Refune",tr,,,,edm/electro house/progressive house/big room/progressive electro house/deep big room/german techno/progressive electro house/deep big room/electro house/big room/progressive house/edm/german techno
SLATIN,2K7Mq9tikWmSfodrb6ZyD3,,"Spinnin', Ultra Records, Moksi Family, Big Beat, Confession, Brooklyn Fire, Mixmash",es,Madrid,Madrid,Ruslan Slatin,
BAGGI,2YMB0FGsysOP5wOGJpXZom,,Burgundy /Sony Bmg/RCA/Defected/Stealth Records/Sneaker Muzik/Toolroom/Flamingo Records/Bar Grooves/Catch 22/Spinnin Records/Armada/Big City Beat/ Nervous Records NY/Pepermint  Jam/Urbana/R&G Electronics/Hardsoul Pressing/Chega,nl,,Rotterdam,Ajdin Begovic ,
Franco De Vita,4NEYQeEYBUjfaXgDQGvFvu,1.0,Sony Music,ve,,Madrid,,latin pop/latin/tropical/rock en espanol/latin arena pop
Pepe Aguilar,03Yb3iBy9GCifXiATEFcit,1.0,,mx,,,,latin pop/latin/grupera/regional mexican/mariachi/ranchera
Ricardo Arjona,0h1zs4CTlU9D2QtgPxptUD,1.0,Metamorfosis Enterprises Limited,gt,,,Ricardo Arjona®,latin pop/latin/tropical/rock en espanol/cantautor/latin arena pop
Alejandro Fernandez,6sq1yF0OZEWA4xoXVKW1L9,1.0,Universal Music Latin Entertainment,mx,,Guadalajara,Alejandro Fernández,latin pop/latin/tropical/ranchera/latin arena pop/mexican pop
Luis Miguel,2nszmSgqreHSdJA3zWPyrW,1.0,,mx,,,,latin pop/latin/latin christmas/mariachi/bolero
Juan Gabriel,2MRBDr0crHWE5JwPceFncq,1.0,,mx,,,,latin pop/latin/grupera/regional mexican/mariachi/ranchera
Gianluca Grignani,0H1InhXaXQPL1aj0mvHemU,1.0,Sony Music,it,,,,italian pop/italian arena pop
La Quinta Estacion,7FZj349hdLfD6qzXkJLuAh,1.0,Sony Music - Sello Ariola,es,,Madrid,Natalia Jiménez y Ángel Reyero,latin pop/latin/tropical/spanish pop/rock en espanol/spanish pop rock/latin arena pop
Manuel Mijares,6ZEPPQlmrtnZAdhfTEM6NY,1.0,,mx,,,,latin pop/latin/grupera/ranchera/bolero
Laura Pausini,2e4nwiX8ZCU09LGLOpeqTH,0.0,Atlantic / Warner Music,it,,,,latin pop/latin/europop/italian pop/latin arena pop
Cristian Castro,2AZOALDIBORfbzKTuliwdJ,1.0,,mx,,,,latin pop/latin/latin arena pop
Benny,3YHFRVdfHlJ98iAc50PIYk,1.0,Ultra Records,mx,,,,latin pop/latin/rock en espanol/latin alternative
Alexander Acha,3JkgQ8Jjwt2mkeOsg5yhqh,1.0,Independiente,mx,,,,latin pop/latin/latin arena pop
Fonseca,53KTldaJ8tHSkYU3nigfwP,1.0,,co,,,,latin pop/latin/tropical/cumbia/colombian pop
Sin Bandera,7xeM7V59cA1X8GKyKKQV87,1.0,,mx,,,,latin pop/latin/tropical/latin arena pop
Eros Ramazzotti,61J0BktHv7PuP3tjTPYXSX,1.0,Universal / Radiorama,it,,Roma,Eros Ramazzotti - official,latin christmas/italian pop
Flans,4zbqGb99bANxJBsvwRr2zT,1.0,,mx,,,,latin pop/latin/rock en espanol/latin christmas/grupera
Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,1.0,,mx,,,,latin pop/latin/latin arena pop
Bacilos,1mux8L6xg2Cmrc7k0wQczl,1.0,,us,,,,latin pop/pop/latin/tropical/rock en espanol/colombian pop
Aleks Syntek,0r8toju2ecKaVtItkzAnNi,1.0,Sony Music México,mx,,Mexico City,,latin rock/latin pop/latin/spanish pop/rock en espanol/latin alternative/grupera/latin arena pop
